"apygardu_viso","apylinkiu_viso","apygardu_sk_pateike","apylinkiu_sk_pateike","viso_rinkeju","viso_dalyvavo","viso_dalyvavo_proc","ar_dalyvavo_puse","negaliojanciu","negaliojanciu_proc","galiojanciu","galiojanciu_proc","pateike_rink_sudaro_proc"
"71","1947","52","941","442374","214051","48.39","N","8076","3.77","205975","96.23","18.55"
