"apygardu_viso","apylinkiu_viso","apygardu_sk_pateike","apylinkiu_sk_pateike","viso_rinkeju","viso_dalyvavo","viso_dalyvavo_proc","ar_dalyvavo_puse","negaliojanciu","negaliojanciu_proc","galiojanciu","galiojanciu_proc","pateike_rink_sudaro_proc"
"71","1947","71","1679","1636344","829933","50.72","T","31917","3.85","798016","96.15","68.63"
